symbol,theme_id,theme_label,theme_family,membership_type,assignment_order,fit_score,corr_with_theme_moves,med_abs_resid,fit_overlap_months,sector_mode,industry_mode,primary_theme_id
SAATVIKGL,UNCLASSIFIED::B::A::B::NoRank::1,Cross-sector (no Rank) · Group 1,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
SAFARI,IND::Other Apparels & Accessories,Other Apparels & Accessories,Other Apparels & Accessories,primary,1,1.0,,,,Consumer Cyclical,Other Apparels & Accessories,IND::Other Apparels & Accessories
SAGILITY,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,primary,1,1.0,,,,,,IND::Consumer Electronics
SAIL,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
SAIL,IND::Aluminium and Aluminium Products,Aluminium And Aluminium Products,Aluminium And Aluminium Products,secondary,2,0.4511,0.6916,0.11,50.0,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
SAIL,IND::Mining,Mining,Mining,secondary,3,0.2801,0.4516,0.12,50.0,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
SAILIFE,THEME::Cdmo,CDMO,CDMO,primary,1,1.0,,,,,,THEME::Cdmo
SAMBHV,UNCLASSIFIED::B::B::A::B::A,Cross-sector · Group 9,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::A
SAMHI,IND::Hotels,Hotels,Hotels,primary,1,1.0,,,,Consumer Cyclical,Hotels,IND::Hotels
SAMHI,IND::Other Apparels & Accessories,Other Apparels & Accessories,Other Apparels & Accessories,secondary,2,0.3709,0.577,0.11,32.0,Consumer Cyclical,Hotels,IND::Hotels
SAMHI,IND::Restaurants,Restaurants,Restaurants,secondary,3,0.2964,0.5048,0.19,32.0,Consumer Cyclical,Hotels,IND::Hotels
SANATHAN,UNCLASSIFIED::B::B::B::A,Cross-sector · Group 6,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::A
SANATHAN,UNCLASSIFIED::B::A::A,Cross-sector · Group 10,Cross-sector,secondary,2,0.2424,0.4041,0.135,11.0,,,UNCLASSIFIED::B::B::B::A
SANDHAR,IND::Auto Parts & Equipment::A,Auto Parts & Equipment · Group 4,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::A
SANDHAR,IND::2/3 Wheelers,2 / 3 Wheelers,2 / 3 Wheelers,secondary,2,0.1795,0.3272,0.165,48.0,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::A
SANDUMA,IND::Mining,Mining,Mining,primary,1,1.0,,,,Basic Materials,Mining,IND::Mining
SANDUMA,IND::Aluminium and Aluminium Products,Aluminium And Aluminium Products,Aluminium And Aluminium Products,secondary,2,0.3667,0.5528,0.0675,36.0,Basic Materials,Mining,IND::Mining
SANDUMA,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,secondary,3,0.1776,0.3083,0.1275,36.0,Basic Materials,Mining,IND::Mining
SANOFI,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
SANOFI,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,secondary,2,0.2835,0.4757,0.165,47.0,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
SANOFICONR,UNCLASSIFIED::B::A::A,Cross-sector · Group 10,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::A
SANSERA,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Industrials,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
SANSERA,IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment · Group 2,Heavy Electrical Equipment,secondary,2,0.329,0.5257,0.13,50.0,Industrials,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
SAPPHIRE,IND::Restaurants,Restaurants,Restaurants,primary,1,1.0,,,,Consumer Cyclical,Restaurants,IND::Restaurants
SAPPHIRE,IND::Footwear,Footwear,Footwear,secondary,2,0.2113,0.3565,0.1275,50.0,Consumer Cyclical,Restaurants,IND::Restaurants
SARDAEN,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
SAREGAMA,IND::Specialty Retail,Specialty Retail,Specialty Retail,primary,1,1.0,,,,Communication Services,Movies & Entertainment,IND::Specialty Retail
SBCL,IND::Other Industrial Goods,Other Industrial Goods,Other Industrial Goods,primary,1,1.0,,,,Industrials,Other Industrial Goods,IND::Other Industrial Goods
SBCL,IND::Construction & Engineering,Construction & Engineering,Construction & Engineering,secondary,2,0.2509,0.4335,0.175,44.0,Industrials,Other Industrial Goods,IND::Other Industrial Goods
SBFC,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
SBFC,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),secondary,2,0.2917,0.4425,0.06,33.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
SBFC,IND::Banks::A,Banks · Group 2,Banks,secondary,3,0.2351,0.3894,0.125,33.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
SBICARD,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
SBILIFE,IND::Life Insurance,Life Insurance,Life Insurance,primary,1,1.0,,,,Financial Services,Life Insurance,IND::Life Insurance
SBILIFE,IND::General Insurance,General Insurance,General Insurance,secondary,2,0.2467,0.407,0.1275,50.0,Financial Services,Life Insurance,IND::Life Insurance
SBILIFE,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),secondary,3,0.1898,0.343,0.1675,50.0,Financial Services,Life Insurance,IND::Life Insurance
SBIN,IND::Banks::B::B,Banks · Group 1,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::B
SCHAEFFLER,IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment · Group 3,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::B
SCHNEIDER,IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment · Group 2,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::B
SENCO,IND::Gems & Jewellery,Gems & Jewellery,Gems & Jewellery,primary,1,1.0,,,,Consumer Cyclical,Gems & Jewellery,IND::Gems & Jewellery
SENORES,THEME::Cdmo,CDMO,CDMO,primary,1,1.0,,,,,,THEME::Cdmo
SFL,IND::Furniture-Furnishing-Paints,Furniture-furnishing-paints,Furniture-furnishing-paints,primary,1,1.0,,,,Consumer Cyclical,Furniture-Furnishing-Paints,IND::Furniture-Furnishing-Paints
SHAILY,IND::Plastic Products,Plastic Products,Plastic Products,primary,1,1.0,,,,Basic Materials,Plastic Products,IND::Plastic Products
SHAKTIPUMP,UNCLASSIFIED::B::B::B::A,Cross-sector · Group 6,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::A
SHARDACROP,IND::Agrochemicals,Agrochemicals,Agrochemicals,primary,1,1.0,,,,Basic Materials,Agrochemicals,IND::Agrochemicals
SHARDAMOTR,UNCLASSIFIED::B::B::B::B,Cross-sector · Group 7,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::B
SHARDAMOTR,UNCLASSIFIED::B::B::A::B::A,Cross-sector · Group 9,Cross-sector,secondary,2,0.2584,0.4046,0.0825,22.0,,,UNCLASSIFIED::B::B::B::B
SHARDAMOTR,UNCLASSIFIED::A::B,Cross-sector · Group 4,Cross-sector,secondary,3,0.1693,0.3254,0.195,23.0,,,UNCLASSIFIED::B::B::B::B
SHILPAMED,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
SHK,IND::Personal Products,Personal Products,Personal Products,primary,1,1.0,,,,Basic Materials,Personal Products,IND::Personal Products
SHK,IND::Agrochemicals,Agrochemicals,Agrochemicals,secondary,2,0.193,0.34,0.15,39.0,Basic Materials,Personal Products,IND::Personal Products
SHOPERSTOP,IND::Department Stores,Department Stores,Department Stores,primary,1,1.0,,,,Consumer Cyclical,Department Stores,IND::Department Stores
SHREECEM,IND::Cement & Cement Products,Cement & Cement Products,Cement & Cement Products,primary,1,1.0,,,,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
SHRIPISTON,IND::Industrial Machinery::A,Industrial Machinery · Group 1,Industrial Machinery,primary,1,1.0,,,,Consumer Cyclical,Industrial Machinery,IND::Industrial Machinery::A
SHRIRAMFIN,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
SHRIRAMFIN,IND::Banks::A,Banks · Group 2,Banks,secondary,2,0.1815,0.345,0.2,50.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
SHRIRAMFIN,IND::Banks::B::B,Banks · Group 1,Banks,secondary,3,0.175,0.3079,0.135,50.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
SHRIRAMPPS,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::B
SHYAMMETL,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
SHYAMMETL,IND::Fertilizers,Fertilizers,Fertilizers,secondary,2,0.2724,0.4341,0.105,50.0,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
SIEMENS,IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment · Group 1,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::A
SIEMENS,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,secondary,2,0.4203,0.6411,0.095,50.0,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::A
SIEMENS,IND::Defence,Defence,Defence,secondary,3,0.1904,0.3385,0.155,50.0,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::A
SIGNATURE,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::B
SIS,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,primary,1,1.0,,,,Industrials,Misc. Commercial Services,IND::Industrial Machinery::B
SJS,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
SKFINDIA,IND::Other Industrial Goods,Other Industrial Goods,Other Industrial Goods,primary,1,1.0,,,,Industrials,Other Industrial Goods,IND::Other Industrial Goods
SKFINDIA,IND::Plastic Products,Plastic Products,Plastic Products,secondary,2,0.173,0.3136,0.155,50.0,Industrials,Other Industrial Goods,IND::Other Industrial Goods
SKFINDUS,UNCLASSIFIED::B::A::B::NoRank::2,Cross-sector (no Rank) · Group 2,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
SKIPPER,UNCLASSIFIED::B::B::A::A::A,Cross-sector · Group 8,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::A
SKYGOLD,UNCLASSIFIED::B::B::A::A::B,Cross-sector · Group 5,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::B
SKYGOLD,UNCLASSIFIED::B::B::A::A::A,Cross-sector · Group 8,Cross-sector,secondary,2,0.228,0.3986,0.17,23.0,,,UNCLASSIFIED::B::B::A::A::B
SMARTWORKS,UNCLASSIFIED::B::B::A::B::B,Cross-sector · Group 3,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::B
SMSPHARMA,UNCLASSIFIED::B::B::A::A::B,Cross-sector · Group 5,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::B
SOBHA,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::B
SOLARINDS,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,primary,1,1.0,,,,Basic Materials,Other Industrial Products,IND::Other Industrial Products
SOMANYCERA,IND::Furniture-Furnishing-Paints,Furniture-furnishing-paints,Furniture-furnishing-paints,primary,1,1.0,,,,Industrials,Furniture-Furnishing-Paints,IND::Furniture-Furnishing-Paints
SONACOMS,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
SONATSOFTW,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
SOTL,UNCLASSIFIED::B::A::B,Cross-sector · Group 1,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
SOUTHBANK,IND::Banks::B::B,Banks · Group 1,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::B
SOUTHBANK,IND::Banks::A,Banks · Group 2,Banks,secondary,2,0.2789,0.4348,0.085,50.0,Financial Services,Banks,IND::Banks::B::B
SPAL,IND::Other Apparels & Accessories,Other Apparels & Accessories,Other Apparels & Accessories,primary,1,1.0,,,,Consumer Cyclical,Other Apparels & Accessories,IND::Other Apparels & Accessories
SPAL,IND::Textiles,Textiles,Textiles,secondary,2,0.3513,0.5383,0.085,48.0,Consumer Cyclical,Other Apparels & Accessories,IND::Other Apparels & Accessories
SPANDANA,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
SPARC,IND::Pharmaceuticals::B::A::A,Pharmaceuticals · Group 4,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::A
SPICEJET,UNCLASSIFIED::A::B,Cross-sector · Group 4,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::B
SPLPETRO,IND::Agrochemicals,Agrochemicals,Agrochemicals,primary,1,1.0,,,,Basic Materials,Petrochemicals,IND::Agrochemicals
SRF,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
SRF,IND::Commodity Chemicals,Commodity Chemicals,Commodity Chemicals,secondary,2,0.2169,0.3805,0.165,50.0,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
SSWL,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
STAR,IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals · Group 2,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::B
STARCEMENT,IND::Cement & Cement Products,Cement & Cement Products,Cement & Cement Products,primary,1,1.0,,,,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
STARHEALTH,IND::General Insurance,General Insurance,General Insurance,primary,1,1.0,,,,Financial Services,General Insurance,IND::General Insurance
STLTECH,UNCLASSIFIED::B::A::A,Cross-sector · Group 10,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::A
STOVEKRAFT,IND::Houseware,Houseware,Houseware,primary,1,1.0,,,,Consumer Cyclical,Houseware,IND::Houseware
STUDDS,UNCLASSIFIED::B::A::B::NoRank::3,Cross-sector (no Rank) · Group 3,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
STYL,UNCLASSIFIED::B::A::B::NoRank::1,Cross-sector (no Rank) · Group 1,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
STYLAMIND,IND::Forest Products,Forest Products,Forest Products,primary,1,1.0,,,,Consumer Cyclical,Forest Products,IND::Forest Products
STYRENIX,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
SUBROS,IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment · Group 3,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::B
SUDARSCHEM,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
SUDARSCHEM,IND::Commodity Chemicals,Commodity Chemicals,Commodity Chemicals,secondary,2,0.2573,0.4393,0.1675,50.0,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
SUDARSCHEM,IND::Fertilizers,Fertilizers,Fertilizers,secondary,3,0.1909,0.3199,0.11,50.0,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
SUDEEPPHRM,UNCLASSIFIED::B::A::B::NoRank::2,Cross-sector (no Rank) · Group 2,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
SULA,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Breweries & Distilleries,IND::Breweries & Distilleries
SUMICHEM,IND::Agrochemicals,Agrochemicals,Agrochemicals,primary,1,1.0,,,,Basic Materials,Agrochemicals,IND::Agrochemicals
SUNCLAY,IND::Auto Parts & Equipment::A,Auto Parts & Equipment · Group 4,Auto Parts & Equipment,primary,1,1.0,,,,Industrials,Auto Parts & Equipment,IND::Auto Parts & Equipment::A
SUNDARMFIN,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
SUNDARMFIN,IND::Housing Finance,Housing Finance,Housing Finance,secondary,2,0.3154,0.5288,0.1825,50.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
SUNDARMFIN,IND::Banks::B::A,Banks · Group 3,Banks,secondary,3,0.2401,0.4201,0.18,50.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
SUNDRMFAST,UNCLASSIFIED::B::B::B::B,Cross-sector · Group 7,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::B
SUNPHARMA,IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals · Group 2,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::B
SUNTV,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Broadcasting & Cable TV,IND::Internet Software & Services
SUPRAJIT,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
SUPREMEIND,IND::Plastic Products,Plastic Products,Plastic Products,primary,1,1.0,,,,Industrials,Plastic Products,IND::Plastic Products
SUPREMEIND,IND::Other Electrical Equipment/Products::B,Other Electrical Equipment / Products · Group 1,Other Electrical Equipment / Products,secondary,2,0.2632,0.4393,0.1475,50.0,Industrials,Plastic Products,IND::Plastic Products
SUPRIYA,IND::Pharmaceuticals::A,Pharmaceuticals · Group 5,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::A
SURAKSHA,UNCLASSIFIED::B::A::B,Cross-sector · Group 1,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
SURYAROSNI,IND::Iron & Steel Products,Iron & Steel Products,Iron & Steel Products,primary,1,1.0,,,,Basic Materials,Iron & Steel Products,IND::Iron & Steel Products
SURYAROSNI,IND::Paper & Paper Products,Paper & Paper Products,Paper & Paper Products,secondary,2,0.2538,0.4225,0.14,38.0,Basic Materials,Iron & Steel Products,IND::Iron & Steel Products
SUZLON,IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment · Group 2,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::B
SUZLON,IND::Other Electrical Equipment/Products::B,Other Electrical Equipment / Products · Group 1,Other Electrical Equipment / Products,secondary,2,0.1772,0.3164,0.1475,48.0,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::B
SWANCORP,UNCLASSIFIED::B::B::A::A::A,Cross-sector · Group 8,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::A
SWANCORP,UNCLASSIFIED::B::B::A::B::A,Cross-sector · Group 9,Cross-sector,secondary,2,0.5277,0.8149,0.1425,8.0,,,UNCLASSIFIED::B::B::A::A::A
SWIGGY,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,,,IND::Healthcare Services
SYMPHONY,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,primary,1,1.0,,,,Consumer Cyclical,Consumer Electronics,IND::Consumer Electronics
SYNGENE,IND::Pharmaceuticals::B::A::B::A,Pharmaceuticals · Group 3,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::A
SYRMA,IND::Other Electrical Equipment/Products::B,Other Electrical Equipment / Products · Group 1,Other Electrical Equipment / Products,primary,1,1.0,,,,Technology,Other Electrical Equipment/Products,IND::Other Electrical Equipment/Products::B
TARC,UNCLASSIFIED::B::B::B::B,Cross-sector · Group 7,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::B
TARC,UNCLASSIFIED::A::B,Cross-sector · Group 4,Cross-sector,secondary,2,0.1984,0.3477,0.15,23.0,,,UNCLASSIFIED::B::B::B::B
TARIL,IND::Asset Management Cos.,Asset Management Cos.,Asset Management Cos.,primary,1,1.0,,,,,,IND::Asset Management Cos.
TATACAP,UNCLASSIFIED::B::A::B::NoRank::3,Cross-sector (no Rank) · Group 3,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
TATACHEM,IND::Commodity Chemicals,Commodity Chemicals,Commodity Chemicals,primary,1,1.0,,,,Basic Materials,Commodity Chemicals,IND::Commodity Chemicals
TATACOMM,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Other Telecom Services,IND::Internet Software & Services
TATACONSUM,IND::Packaged Foods,Packaged Foods,Packaged Foods,primary,1,1.0,,,,Consumer Defensive,Packaged Foods,IND::Packaged Foods
TATACONSUM,IND::Personal Products,Personal Products,Personal Products,secondary,2,0.2718,0.4462,0.135,50.0,Consumer Defensive,Packaged Foods,IND::Packaged Foods
TATAELXSI,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
TATAPOWER,IND::Electric Utilities::A,Electric Utilities · Group 1,Electric Utilities,primary,1,1.0,,,,Utilities,Electric Utilities,IND::Electric Utilities::A
TATASTEEL,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
TATASTEEL,IND::Mining,Mining,Mining,secondary,2,0.3527,0.5595,0.13,50.0,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
TATASTEEL,IND::Aluminium and Aluminium Products,Aluminium And Aluminium Products,Aluminium And Aluminium Products,secondary,3,0.191,0.335,0.145,50.0,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
TATATECH,IND::IT Software Products,IT Software Products,IT Software Products,primary,1,1.0,,,,Technology,IT Software Products,IND::IT Software Products
TATVA,IND::Specialty Chemicals::B,Specialty Chemicals · Group 2,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::B
TBOTEK,IND::Forest Products,Forest Products,Forest Products,primary,1,1.0,,,,,,IND::Forest Products
TCI,IND::Other Industrial Goods,Other Industrial Goods,Other Industrial Goods,primary,1,1.0,,,,Industrials,Surface Transportation,IND::Other Industrial Goods
TCPLPACK,IND::Paper & Paper Products,Paper & Paper Products,Paper & Paper Products,primary,1,1.0,,,,Consumer Cyclical,Paper & Paper Products,IND::Paper & Paper Products
TCS,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
TCS,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,secondary,2,0.3709,0.606,0.1775,50.0,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
TDPOWERSYS,IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment · Group 1,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::A
TEAMLEASE,IND::Industrial Machinery::A,Industrial Machinery · Group 1,Industrial Machinery,primary,1,1.0,,,,Industrials,Misc. Commercial Services,IND::Industrial Machinery::A
TECHM,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
TECHM,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,secondary,2,0.4247,0.6721,0.1525,50.0,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
TECHNOE,IND::Electric Utilities::B,Electric Utilities · Group 2,Electric Utilities,primary,1,1.0,,,,Industrials,Electric Utilities,IND::Electric Utilities::B
TEGA,IND::Mining,Mining,Mining,primary,1,1.0,,,,Industrials,Mining,IND::Mining
TEGA,IND::Commercial Vehicles,Commercial Vehicles,Commercial Vehicles,secondary,2,0.1814,0.3149,0.13,50.0,Industrials,Mining,IND::Mining
TENNIND,UNCLASSIFIED::B::A::B::NoRank::1,Cross-sector (no Rank) · Group 1,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
TEXRAIL,IND::Construction & Engineering,Construction & Engineering,Construction & Engineering,primary,1,1.0,,,,Industrials,Construction & Engineering,IND::Construction & Engineering
TEXRAIL,IND::Shipping,Shipping,Shipping,secondary,2,0.2108,0.3857,0.1975,50.0,Industrials,Construction & Engineering,IND::Construction & Engineering
